K,Triton,cuBLAS,cuTLASS
1024.000000,0.700838,0.698279,2.374706
2048.000000,1.077772,1.149832,2.843383
3072.000000,1.565696,1.673570,3.273685
4096.000000,2.117654,2.155520,3.889408
5120.000000,2.655075,2.665823,4.353994
6144.000000,3.189946,3.204873,4.824064
7168.000000,3.734053,3.721503,5.266034
8192.000000,4.241835,4.206545,5.779797
