K,Triton,cuBLAS,cuTLASS
1024.000000,0.701850,0.597535,2.318619
2048.000000,1.063522,1.147479,2.860783
3072.000000,1.541708,1.692709,5.864960
4096.000000,2.112969,2.152351,3.777946
5120.000000,2.659801,2.668954,4.339604
6144.000000,3.179489,3.162394,4.760235
7168.000000,3.706844,3.690373,5.252578
8192.000000,4.254229,4.208826,5.836868
