K,Triton,cuBLAS,cuTLASS
1024.000000,0.688757,0.664525,2.298488
2048.000000,1.073513,1.144287,2.958826
3072.000000,1.601704,1.678131,3.270315
4096.000000,2.138025,2.175415,3.462144
5120.000000,2.658488,2.645431,4.505037
6144.000000,3.212288,3.186123,4.689920
7168.000000,3.699895,3.703153,5.246313
8192.000000,4.084244,4.208454,5.934144
