K,Triton,cuBLAS,cuTLASS
1024.000000,0.703946,0.699668,2.380482
2048.000000,1.128485,1.160602,2.870943
3072.000000,1.660774,1.672363,3.352576
4096.000000,2.214280,2.169557,3.747963
5120.000000,2.751192,2.694144,4.187043
6144.000000,3.295040,3.190308,4.804392
7168.000000,3.871378,3.723648,5.267817
8192.000000,4.256640,4.237263,5.689754
