K,Triton,cuBLAS,cuTLASS
1024.000000,0.701287,0.699819,2.431111
2048.000000,1.105462,1.149553,2.765857
3072.000000,1.636285,1.679682,3.303424
4096.000000,2.163102,2.185923,3.717031
5120.000000,2.719124,2.679025,4.245358
6144.000000,3.272096,3.179626,4.813540
7168.000000,3.799113,3.722977,5.563754
8192.000000,4.308821,4.236288,5.716041
