K,Triton,cuBLAS,cuTLASS
1024.000000,0.705105,0.628887,2.321469
2048.000000,1.121036,1.153352,2.980169
3072.000000,1.645517,1.677122,3.333911
4096.000000,2.177547,2.156369,3.763957
5120.000000,2.730631,2.690048,4.351299
6144.000000,3.279872,3.195516,4.756103
7168.000000,3.834332,3.731158,5.173670
8192.000000,4.402560,4.226974,5.741761
