K,Triton,cuBLAS,cuTLASS
1024.000000,0.682029,0.655016,2.419858
2048.000000,1.080549,1.138990,2.839716
3072.000000,1.595426,1.672657,3.286712
4096.000000,2.118678,2.155374,3.881861
5120.000000,2.658461,2.657163,4.430799
6144.000000,3.201055,3.163101,4.804893
7168.000000,3.707136,3.705856,5.254566
8192.000000,4.239147,4.203753,5.717538
