K,Triton,cuBLAS,cuTLASS
1024.000000,0.701161,0.699864,2.342116
2048.000000,1.083416,1.149526,2.827093
3072.000000,1.613472,1.670330,3.312364
4096.000000,2.146936,2.166882,3.768227
5120.000000,2.689859,2.684138,4.234906
6144.000000,3.214880,3.173306,4.933524
7168.000000,3.756727,3.705242,5.224628
8192.000000,4.309632,4.216972,5.804160
