K,Triton,cuBLAS,cuTLASS
1024.000000,0.575740,0.573862,2.742691
2048.000000,1.128996,1.145061,2.777709
3072.000000,1.663642,1.669716,8.058500
4096.000000,2.219030,2.151668,3.798912
5120.000000,2.753267,2.668815,4.338637
6144.000000,3.189696,3.184252,4.829013
7168.000000,3.798564,3.712614,5.202583
8192.000000,4.349379,4.234045,5.769024
