K,Triton,cuBLAS,cuTLASS
1024.000000,0.565727,0.584531,2.793373
2048.000000,1.123994,1.176453,2.840678
3072.000000,1.667141,1.707796,4.025088
4096.000000,2.223527,2.201425,3.795968
5120.000000,2.774265,2.692096,6.436352
6144.000000,3.301440,3.257674,4.842325
7168.000000,3.839886,3.771691,5.871207
8192.000000,4.355925,4.330009,6.012928
