K,Triton,cuBLAS,cuTLASS
1024.000000,0.572070,0.579083,2.775753
2048.000000,1.120134,1.140426,2.807200
3072.000000,1.647651,1.678469,3.339264
4096.000000,2.182055,2.165186,4.041259
5120.000000,2.731644,2.679047,4.219242
6144.000000,3.285289,3.217691,4.786278
7168.000000,3.796613,3.759061,5.266368
8192.000000,4.286549,4.270825,5.904823
