K,Triton,cuBLAS,cuTLASS
1024.000000,0.559675,0.588221,2.859110
2048.000000,1.092034,1.160315,2.783418
3072.000000,1.621692,1.696427,3.459072
4096.000000,2.138635,2.180242,3.884687
5120.000000,2.671481,2.690662,4.343161
6144.000000,3.221536,3.203072,5.088135
7168.000000,3.749486,3.737518,5.623193
8192.000000,4.281344,4.270918,6.109526
