K,Triton,cuBLAS,cuTLASS
1024.000000,0.573819,0.564818,2.845832
2048.000000,1.065249,1.133896,2.803680
3072.000000,1.596114,1.657106,3.444471
4096.000000,2.124822,2.124467,3.662363
5120.000000,2.620495,2.622055,4.303872
6144.000000,3.130989,3.133133,4.735300
7168.000000,3.640779,3.662234,5.085967
8192.000000,4.190822,4.159069,5.588800
