K,Triton,cuBLAS,cuTLASS
1024.000000,0.665518,0.579636,2.804160
2048.000000,1.383884,1.168121,2.690121
3072.000000,2.061248,1.705947,3.401994
4096.000000,2.715925,2.176500,3.782230
5120.000000,3.408896,2.691669,4.329318
6144.000000,4.055655,3.231198,4.902373
7168.000000,4.727668,3.750124,5.566016
8192.000000,5.237976,4.376754,5.944184
