K,Triton,cuBLAS,cuTLASS
1024.000000,0.561736,0.574669,2.746639
2048.000000,1.092427,1.138150,2.767660
3072.000000,1.601603,1.657409,3.318089
4096.000000,2.097775,2.131373,4.285483
5120.000000,2.638498,2.629340,4.539685
6144.000000,3.150240,3.148425,4.805120
7168.000000,3.724690,3.676283,5.288116
8192.000000,4.212368,4.197841,5.815808
