K,Triton,cuBLAS,cuTLASS
1024.000000,10.661526,5.410488,6.747518
2048.000000,21.434834,12.022076,15.196388
3072.000000,36.023842,21.030825,22.389616
4096.000000,48.008129,26.711296,30.126839
5120.000000,61.775841,29.994997,39.777969
6144.000000,73.076736,34.738258,47.268753
7168.000000,81.759262,47.548656,52.675873
8192.000000,94.853981,47.691776,60.094398
