K,Triton,cuBLAS,cuTLASS
1024.000000,10.379828,5.302376,6.145864
2048.000000,21.218800,11.623890,14.737041
3072.000000,36.178688,21.076488,21.829945
4096.000000,47.911007,25.795732,28.272959
5120.000000,59.178818,29.272074,37.566833
6144.000000,71.921021,34.240051,45.155907
7168.000000,81.843651,48.047073,52.598465
8192.000000,95.274559,47.364674,60.325825
